,0
1025,gulf_war_veterans
1026,and_respect
1027,death_row_inmate
1028,peace_process
1029,general_election
1030,us_house
1031,north_atlantic
1032,allowed_in
1033,herbal_tea
1034,way_through
1035,form_factors
1036,lake_city
1037,very_religious
1038,amount_of
1039,table_of
1040,in_terms_of
1041,winter_olympics
1042,i_don't_think
1043,nuclear_reactor
1044,wildlife_refuge
1045,school_teacher
1046,bomb_attack
1047,better_than
1048,argentine_president
1049,scientific_test
1050,security_council
1051,microsoft_operating_system
1052,human_rights
1053,great_distance
1054,new_democrat
1055,blackdown_hills
1056,wood_pulp
1057,later_on
1058,central_and_eastern
1059,beating_off
1060,have_to
1061,moon_on
1062,at_sea
1063,comes_from
1064,named_for
1065,in_england
1066,oslo_process
1067,lashing_out
1068,united_states_senator
1069,it_on
1070,area_of
1071,in_accord
1072,staff_member
1073,low_level
1074,french_academy
1075,over_30
1076,in_honor
1077,life_support_system
1078,death_row
1079,calls_for
1080,is_one
1081,prize_winner
1082,rescue_workers
1083,mobile_phones
1084,sign_language
1085,tropical_storm
1086,as_to
1087,brigham_young
1088,moon_cake
1089,civil_war
1090,lose_power
1091,administrative_assistant
1092,proceed_with
1093,general_public
1094,need_for_attention
1095,in_greece
1096,movie_director
1097,good_example
1098,as_of
1099,participate_in
1100,step_in
1101,sierra_leone
1102,about_and
1103,ten_to
1104,committed_by
1105,south_dakota
1106,play_back
1107,for_women
1108,martin_luther_king
1109,herbs_and
1110,have_no_idea
1111,super_nintendo
1112,president_of
1113,followed_by
1114,have_bought
1115,liquid_methane
1116,call_letters
1117,supporting_actor
1118,hand_in
1119,20th_century
1120,far_and
1121,academy_award
1122,flush_out
1123,fell_apart
1124,people_have
1125,death_of
1126,shot_down
1127,graze_cattle
1128,in_germany
1129,subject_to
1130,long_road
1131,computer_software
1132,modern_art
1133,free_speech
1134,food_and
1135,blank_space
1136,as_in
1137,european_commission
1138,rate_of
1139,version_of
1140,take_place
1141,of_states
1142,made_by
1143,owned_by
1144,in_atlanta
1145,free_will
1146,of_new
1147,labour_party
1148,many_of
1149,by_far
1150,lord_of
1151,box_offices
1152,higher_quality
1153,public_support
1154,attached_to
1155,running_in
1156,presidential_election
1157,up_by
1158,as_many
1159,de_gaulle
1160,borders_on
1161,side_of
1162,major_league_baseball
1163,found_on
1164,windows_operating_system
1165,american_auto
1166,not_tell
1167,mercy_killing
1168,could_be
1169,allotrope_of_oxygen
1170,computer_company
1171,eucalyptus_tree
1172,best_known
1173,film_festival
1174,of_life
1175,law_and
1176,and_lakes
1177,martin_luther
1178,you_think
1179,bush_fire
1180,defense_secretary
1181,wants_to
1182,living_on
1183,law_requires
1184,also_known_as
1185,handing_over
1186,parliamentary_committee
1187,united_kingdom
1188,radar_station
1189,federal_government
1190,possession_of
1191,fighting_against
1192,all_over
1193,come_from
1194,kentucky_fried_chicken
1195,there_were
1196,sniff_out
1197,after_two
1198,san_mateo
1199,many_versions
1200,progressive_rock_band
1201,shallow_waters
1202,be_able
1203,diplomatic_negotiations
1204,number_of
1205,it_is
1206,worked_on
1207,in_south
1208,in_fact
1209,like_pizza
1210,scantily_clad
1211,interest_rates
1212,more_people
1213,throws_out
1214,come_up
1215,killed_at
1216,north_sea
1217,dairy_products
1218,salvation_army
1219,and_others
1220,making_off
1221,united_states_congress
1222,on_top_of
1223,pas_de_calais
1224,dual_citizenship
1225,in_minnesota
1226,cost_of
1227,no_trade
1228,space_agencies
1229,alcoholic_beverage
1230,transportation_security_administration
1231,known_for
1232,free_market
1233,you_can
1234,packet_switching
1235,fuel_oil
1236,try_to
1237,european_city
1238,more_than
1239,in_law
1240,military_frontier
1241,respiratory_tract
1242,first_lady
1243,last_quarter
1244,star_trek
1245,in_world_war
1246,confidence_vote
1247,economic_activity
1248,east_india
1249,pieces_of
1250,center_on
1251,in_effect
1252,fast_growing
1253,in_washington_dc
1254,wizard_of
1255,was_born
1256,northern_ireland
1257,winter_games
1258,young_woman
1259,would_have
1260,made_up
1261,court_session
1262,language_skills
1263,in_charge
1264,woman_looks
1265,built_in
1266,black_plague
1267,british_labour_party
1268,at_times
1269,present_day
1270,space_shuttles
1271,body_of
1272,edge_of
1273,owing_to
1274,white_sox
1275,resort_hotel
1276,work_through
1277,river_otter
1278,be_up_to
1279,banned_from
1280,taken_by
1281,space_craft
1282,building_in
1283,in_charge_of
1284,go_through
1285,received_money
1286,post_tradership
1287,but_also
1288,certain_things
1289,nuclear_forces
1290,been_arrested
1291,police_departments
1292,city_centres
1293,water_quality
1294,competition_in
1295,secretary_of_state
1296,21st_century
1297,glass_doors
1298,there_are
1299,control_remote
1300,need_to
1301,civil_rights
1302,with_plans
1303,pulling_out
1304,consisting_of
1305,waiting_area
1306,of_defence
1307,florida_water
1308,have_in
1309,world_court
1310,george_bush
1311,take_part_in
1312,lower_respiratory_tract
1313,increasing_strength
1314,not_break
1315,over_budget
1316,nobel_prize
1317,touring_company
1318,spread_over
1319,hand_over
1320,rock_group
1321,stay_in
1322,bin_laden
1323,signed_in
1324,came_up
1325,share_in
1326,call_upon
1327,cardiovascular_diseases
1328,head_for
1329,coffee_shops
1330,takes_care
1331,of_house
1332,son_of
1333,cancer_patients
1334,tend_to
1335,decide_on
1336,chisini_mean
1337,add_to
