,0
253,also_on
254,by_past
255,roman_catholic
256,had_it
257,newfoundland_and_labrador
258,rabid_animals
259,higher_education
260,solvent_abuse
261,understanding_of
262,since_1990
263,of_rain
264,salt_lake_city
265,called_for
266,foreign_secretary
267,put_in
268,son_and
269,east_timor
270,nuclear_weapons
271,lake_okeechobee
272,american_presidents
273,south_american
274,more_people
275,industrial_bank
276,south_china_sea
277,seven_hundred
278,if_not
279,in_exchange_for
280,in_making
281,taken_place
282,as_much_as
283,other_one
284,air_attack
285,british_government
286,out_of
287,arabic_studies
288,short_shrift
289,west_african
290,death_and
291,united_nations
292,shut_down
293,african_nation
294,be_moving
295,tony_blair
296,order_of
297,as_much
298,head_of
299,tour_de_france
300,of_water
301,lower_prices
302,intelligent_design
303,blood_bath
304,according_to
305,mission_viejo
306,worked_for
307,winds_up
308,minor_league
309,first_teams
310,can_happen
311,feel_like
312,letting_go
313,posing_as
314,penal_colonies
315,group_of_humans
316,time_on
317,design_engineering
318,crystal_stones
319,speaking_english
320,in_contention
321,conspiracy_theories
322,aurora_borealis
323,net_earnings
324,written_in
325,days_after
326,collection_of
327,known_for
328,says_no
329,many_kinds
330,white_sox
331,waste_water
332,for_killing
333,in_charge_of
334,drinking_at
335,more_and_more
336,george_vi
337,north_atlantic
338,pregnant_women
339,olympic_winter_games
340,and_recovery
341,out_in
342,push_through
343,large_field
344,has_to
345,police_station
346,in_december
347,bid_for
348,political_parties
349,vote_of_confidence
350,12_months
351,find_and
352,need_of
353,official_residence
354,southern_city
355,and_not
356,in_waves
357,put_to_use
358,merchant_bank
359,research_and_development
360,pay_off
361,be_like
362,brick_wall
363,civil_war
364,fields_of
365,return_home
366,take_advantage
367,worth_of
368,do_with
369,security_systems
370,child_labour
371,in_red
372,relation_to
373,lake_city
374,fill_up
375,elizabeth_ii
376,park_in
377,given_to
378,indian_ocean
379,woman_in
380,war_in
381,tired_of
382,us_government
383,for_dead
384,followed_by
385,blue_ridge
386,up_by
387,us_president
388,law_and
389,ancient_city
390,break_out
391,next_year
392,class_action_lawsuit
393,elementary_particle
394,principal_investigator
395,red_wine
396,worst_case
397,made_by
398,expected_to
399,food_and
400,mad_cow
401,there_was
402,sodium_cyanide
403,sharp_turn
404,in_addition_to
405,spray_on
406,two_nations
407,uranium_enrichment
408,hazardous_chemical
409,nuclear_waste
410,and_order
411,various_parts_of
412,bicycle_to
413,site_visit
414,was_thirteen
415,hubble_space_telescope
416,foreign_ministers
417,life_support
418,black_people
419,finding_new
420,high_jump
421,newly_born
422,result_in
423,has_been
424,for_animals
425,spiritual_leader
426,for_peace
427,beginning_of
428,world_war_ii
429,arrive_at
430,may_have
431,suicide_attack
432,all_night
433,making_lace
434,arrived_at
435,holy_land
436,able_to
437,reflective_object
438,of_it
439,bill_clinton
440,every_year
441,took_care
442,man_on
443,following_on
444,have_done
445,waves_of
446,grow_out
447,to_a
448,suicide_bomb
449,run_up
450,not_sure
451,political_change
452,gulf_war
453,beyond_reasonable_doubt
454,north_korea
455,track_and
456,years_ago
457,british_army
458,meaning_of
459,each_day
460,that_there
461,reaching_agreement
462,focused_attention
463,this_year
464,everyday_life
465,academy_award
466,come_to
467,leave_in
468,high_taxes
469,second_world_war
470,age_of
471,human_rights
472,could_do_with
473,out_to
474,health_department
475,edvard_munch
476,albert_einstein
477,new_research
478,for_example
479,telephone_conversation
480,search_and
481,work_for
482,new_left
483,jail_time
484,supposed_to
485,recently_developed
486,budget_for
487,have_vision
488,middle_class
489,setting_up
490,about_to
491,attack_on
492,prior_to
493,for_women
494,get_excited
495,kind_of
496,asia_pacific
497,been_arrested
498,track_and_field
499,bank_and
500,in_case
501,brought_down
502,investment_funds
503,strict_sense
504,years_old
505,bank_of_japan
506,palm_beach
507,white_house
508,much_of
509,torn_down
510,search_and_rescue
511,standard_model
512,born_on
513,radioactive_waste
514,climb_up
515,suffer_from
516,all_art
517,finding_solutions
518,best_known
519,and_animals
520,year_old
521,working_in
522,salt_lake
523,chairman_of
524,in_france
525,very_poor
526,defense_secretary
527,king_george
528,death_or
529,dutch_people
530,would_not
531,international_space_station
532,saint_joan
533,made_history
534,in_need
535,more_than_two
536,no_doubt
537,come_through
538,san_francisco_bay
539,president_is
540,if_you
541,in_california
542,next_week
543,that_one
544,taking_part
545,die_in
546,objects_in
547,has_risen
548,returned_to
549,save_for
550,as_long_as
551,early_hours
552,many_state
553,ford_escort
554,suicide_bombings
555,help_people
556,for_certain
557,in_charge
558,searched_for
559,deals_with
560,past_or_present
561,sea_water
562,on_sunday
563,stephen_hawking
564,three_people
565,in_dutch
566,power_station
567,president_al
568,national_party
569,carl_lewis
570,pan_american
571,holy_see
572,british_prime
573,short_novel
574,gather_in
575,light_blue
576,interest_in
577,computer_models
578,in_spain
579,fallen_under
580,cancer_research
581,all_are
582,come_of
583,first_night
584,film_industry
585,opening_night
586,shorter_period
587,and_take
588,bin_laden
589,adverse_effect
590,george_bush
591,crash_in
592,run_around
593,decision_by
594,nuclear_power_plant
595,with_much
596,greenhouse_effect
597,at_least
598,christian_democratic
599,grow_out_of
600,make_available
601,waste_management
602,you_can
603,lieutenant_general
604,military_base
605,in_norway
606,lower_saxony
607,film_festival
608,from_abroad
609,one_in
610,in_michigan
611,violent_crime
612,pretty_much
613,together_with
614,law_and_order
615,come_under
616,arriving_at
617,of_states
618,died_on
619,fast_cars
620,was_born
621,in_relation_to
622,draw_blood
623,and_other
624,de_gaulle
625,tennis_player
626,new_things
627,one_side
628,hangs_over
629,way_to
630,is_able
631,and_commander
632,for_writing
633,building_blocks
634,must_have
635,on_to
636,fed_up
637,water_quality
638,trading_partner
639,is_all
640,state_of
641,of_fame
642,buckingham_palace
643,works_of
644,addition_to
645,great_britain
646,you_should
647,in_india
648,first_emperor
649,news_conference
650,friends_and
651,company_name
652,research_and
653,seven_days
654,atomic_power
655,enough_money
656,microsoft_windows
657,first_two
658,quality_and
659,such_as
660,world_cup
661,full_english
662,study_group
663,winter_games
664,there_has_been
665,financial_group
666,keeping_animals
667,one_man
668,carry_out
669,carbon_dioxide
670,fire_engine
671,business_and
672,in_austria
673,commercial_bank
674,luther_king
675,last_night
676,data_bases
677,carried_out
678,art_gallery
679,how_to
680,find_out_what
681,thing_is
682,types_of
683,looking_for
684,good_will
685,could_be
686,escape_from
687,most_important_thing
688,district_attorney
689,round_table
690,voted_in
691,four_times
692,peer_pressure
693,on_board
694,of_state
695,presidential_candidate
696,for_elections
697,population_of
698,picket_lines
699,blow_in
700,vote_in
701,and_now
702,used_to
703,house_of
704,world_renowned
705,high_school
706,being_paralyzed
707,in_order_to
708,part_of
709,foot_soldiers
710,duke_of
711,of_waves
712,breaks_out
713,hand_to
714,bomb_attack
715,special_interests
716,travel_by
717,being_imprisoned
718,in_london
719,by_students
720,defining_feature
721,behind_bars
722,tax_incentives
723,chain_of
724,lives_on
725,access_to
726,less_than
727,military_service
728,secretary_general
729,outside_of
730,at_one
731,old_english
732,panchen_lama
733,for_water
734,end_run
735,in_business
736,north_star
737,holy_war
738,i_am_not
739,flight_attendants
740,gold_beach
741,half_of
742,eastern_europe
743,private_property
744,start_up
745,surface_area
746,book_in
747,flood_stage
748,nobel_peace_prize
749,study_of
750,one_or
751,summer_olympics
752,fidel_castro
753,in_wild
754,in_rome
755,falkland_islands
756,lot_of_time
757,last_year
758,be_on
759,based_on
760,number_of
761,thrown_out
762,other_than
763,count_on
764,back_in
765,of_art
766,hiving_off
767,shopping_trolley
768,and_demand
769,in_all
770,in_brazil
771,people_leaving
772,king_of
773,royal_family
774,would_die
775,is_not
776,in_april
777,tropical_storm
778,in_march
779,have_not
780,national_park
781,aggravated_assault
782,war_crimes
783,works_of_art
784,not_get_sick
785,apart_from
786,baseball_team
787,more_money
788,cause_of
789,meant_to
790,that_this
791,yellow_jersey
792,art_dealers
793,spoken_language
794,end_result
795,private_plane
796,scale_down
797,civil_disobedience
798,spread_out
799,cabinet_minister
800,do_not
801,he_has
802,three_times
803,take_part
804,now_considered
805,saddam_hussein
806,it's_better_to
807,land_of
808,countries_still
809,special_olympics
810,world_war
811,tobacco_companies
812,world_series
813,in_europe
814,have_hearing
815,in_south
816,central_and_eastern
817,public_services
818,area_of
819,relative_to
820,people_who
821,food_production
822,prize_winners
823,economic_growth
824,up_to
825,how_many
826,for_pets
827,possession_of
828,suicide_bomber
829,square_miles
830,air_base
831,mother_tongue
832,foray_into
833,no_good
834,of_china
835,steel_manufacturer
836,borders_on
837,as_well_as
838,inner_city
839,person_with
840,go_on_strike
841,i_think
842,military_people
843,type_of
844,trying_to_help
845,riding_on
846,rock_star
847,declaration_of
848,should_be
849,million_people
850,become_infected
851,drug_discovery
852,west_coast
853,store_brand
854,water_can
855,end_of
856,sworn_in
857,in_indonesia
858,czech_republic
859,was_given_to
860,al_gore
861,british_isles
862,most_important
863,cyrillic_alphabet
864,malaria_parasite
865,named_after
866,haemorrhagic_fever
867,tax_credit
868,fundamental_forces
869,pass_through
870,should_have
871,seal_hunting
872,built_on
873,ten_thousand
874,communist_party
875,in_south_africa
876,mercy_killing
877,desire_for
878,jurassic_park
879,nobel_laureate
880,their_mother
881,rather_than
882,there_has
883,crime_in
884,public_schools
885,diplomatic_relations
886,and_also
887,natural_disasters
888,take_place
889,security_council
890,south_florida
891,gamma_ray_bursts
892,golf_course
893,sitting_on
894,will_not
895,are_made
896,north_carolina
897,man_who
898,one_of
899,also_used
900,theme_parks
901,go_on
902,general_counsel
903,reasonable_doubt
904,back_to
905,lung_cancer
906,belongs_to
907,vice_president
908,late_summer
909,consisting_of
910,come_from
911,international_olympic_committee
912,came_on
913,went_to
914,social_democrats
915,football_player
916,flood_control
917,supreme_court
918,new_zealand
919,may_be
920,from_iraq
921,central_european
922,would_be
923,en_route
924,in_this
925,took_place
926,being_aware
927,new_orleans
928,president_clinton
929,secretary_of_state
930,take_out
931,made_up
932,after_years
933,under_house
934,financial_regulation
935,two_of
936,resulting_from
937,public_places
938,prison_cell
939,take_refuge
940,not_even
941,chief_of_police
942,george_washington
943,health_problem
944,of_wind
945,tv_station
946,hospital_ship
947,from_humans
948,make_cloth
949,air_transport
950,better_to
951,wolfgang_amadeus_mozart
952,bright_red
953,others_were
954,minor_league_baseball
955,in_jail
956,personal_computer
957,spelling_reform
958,three_of
959,aware_of
960,contrary_to
961,william_faulkner
962,south_indian
963,at_all
964,nuclear_reactor
965,mount_everest
966,ability_to
967,presidential_election
968,world_record
969,home_buyer
970,public_information
971,step_in
972,root_words
973,stock_exchanges
974,hundreds_of
975,set_operation
976,house_arrest
977,that_is
978,work_in
979,for_best
980,hall_of_fame
981,and_finally
982,right_wing
983,will_celebrate
984,hong_kong
985,arrest_warrant
986,solar_systems
987,west_africa
988,build_in
989,who_are
990,general_election
991,tons_of
992,winter_olympics
993,be_given
994,east_german
995,as_well
996,sheds_light_on
997,power_plant
998,nuclear_reactors
999,in_italy
1000,new_york
1001,steps_to
1002,labor_party
1003,people_involved
1004,house_has
1005,president_of
1006,days_of
1007,by_chance
1008,weather_bureau
1009,putting_on
1010,larger_than
1011,turned_up
1012,close_to
1013,gianni_versace
1014,been_able_to
1015,in_saudi
1016,being_used
1017,talking_about
1018,anabolic_steroid
1019,death_of
1020,flash_floods
1021,class_action
1022,tax_cuts
1023,800_metres
1024,doctor_who
1025,prime_minister
1026,child_labor
1027,confidential_information
1028,drew_up
1029,rio_grande
1030,look_in
1031,for_it
1032,for_people
1033,of_king
1034,central_asia
1035,united_kingdom
1036,celebration_of
1037,nuclear_power
1038,san_francisco
1039,south_africa
1040,art_and
1041,find_out
1042,houses_and
1043,i_have
1044,there_is
1045,stood_on
1046,truck_in
1047,it_was
1048,concerned_with
1049,general_secretary
1050,her_majesty
1051,nothing_wrong
1052,can_be
1053,number_one
1054,broken_hill
1055,be_able_to
1056,steel_making
1057,net_worth
1058,working_class
1059,of_people
1060,point_to
1061,iron_and
1062,took_part
1063,because_of
1064,say_it
1065,great_wealth
1066,up_or
1067,international_trade
1068,result_of
1069,near_completion
1070,run_by
1071,live_album
1072,natural_gas
1073,amount_of
1074,military_facility
1075,can_read
1076,instead_of
1077,sri_lankan
1078,party_to
1079,play_football
1080,black_sea
1081,preliminary_hearing
1082,economic_cooperation
1083,theme_park
1084,lot_of
1085,clinical_trials
1086,law_enforcement
1087,what_is
1088,let_go
1089,political_party
1090,and_simple
1091,science_classes
1092,one_year
1093,printing_in
1094,place_on
1095,try_to
1096,industrial_espionage
1097,ice_maiden
1098,stephen_jay_gould
1099,takes_care_of
1100,own_company
1101,got_married
1102,atomic_energy
1103,letting_go_of
1104,human_rights_activist
1105,in_terms_of
1106,terrorist_attacks
1107,british_commonwealth
1108,and_so
1109,could_not_have
1110,all_letters
1111,pius_vi
1112,participate_in
1113,so_far
1114,intelligence_agency
1115,hundred_years
1116,unsafe_sex
1117,could_do
1118,obstruct_justice
1119,south_slavic
1120,national_assembly
1121,domestic_animal
1122,chicago_white_sox
1123,set_up
1124,even_as
1125,some_other
1126,with_computer
1127,labor_leader
1128,deaf_people
1129,cell_phone
1130,stand_out
1131,space_shuttle
1132,bank_of_china
1133,matter_and
1134,football_pitch
1135,tv_channel
1136,we_have
1137,vote_against
1138,action_films
1139,blowing_up
1140,dalai_lama
1141,republic_of_china
1142,in_retirement
1143,switches_off
1144,well_point
1145,el_salvador
1146,fire_and
1147,with_this
1148,some_of
1149,against_government
1150,intense_pressure
1151,competitive_advantage
1152,due_to
1153,people_vote
1154,in_operation
1155,janis_joplin
1156,after_six
1157,followed_on
1158,terminally_ill
1159,store_shelves
1160,doing_so_poorly
1161,cutting_off
1162,dead_on
1163,bosnia_and_herzegovina
1164,home_shopping
1165,first_book
1166,stand_on
1167,which_is
1168,most_of
1169,important_thing
1170,territorial_waters
1171,of_police
1172,socialist_party
1173,african_elephant
1174,university_student
1175,sri_lanka
1176,sewer_system
1177,two_brothers
1178,federico_fellini
1179,in_secret
1180,theory_of
1181,export_credit
1182,present_day
1183,shaken_up
1184,modus_operandi
1185,initial_public_offering
1186,professional_tennis_player
1187,mobile_phones
1188,brought_up
1189,most_people
1190,crowd_in
1191,in_world_war
1192,town_in
1193,much_as
1194,in_denmark
1195,many_problems
1196,jacques_chirac
1197,theravada_buddhism
1198,greenhouse_gases
1199,being_killed
1200,up_with
1201,degrees_hot
1202,russian_orthodox
1203,in_defense
1204,buried_in
1205,is_one
1206,viral_disease
1207,more_than
1208,one_small
1209,many_parts
1210,olympic_games
1211,on_strike
1212,in_on
1213,of_recognition
1214,space_station
1215,have_children
1216,big_bang
1217,public_offering
1218,coming_back
1219,democratic_party
1220,no_way
1221,activity_in
1222,make_nuclear_weapons
1223,east_central
1224,higher_quality
1225,is_able_to
1226,way_in
1227,several_months
1228,east_germans
1229,might_be
1230,in_america
1231,electoral_fraud
1232,sex_change
1233,line_in
1234,enriched_uranium
1235,president_bush
1236,british_columbia
1237,on_skin
1238,traditional_chinese
1239,hydrogen_cyanide
1240,it_contains
1241,berlin_wall
1242,place_in
1243,health_problems
1244,care_of
1245,comes_to
1246,red_planet
1247,built_in
1248,store_brands
1249,and_see
1250,am_not
1251,migratory_birds
1252,state_police
1253,gobbling_up
1254,space_program
1255,european_parliament
1256,man_in
1257,bush_is
1258,entrance_to
1259,takes_care
1260,german_speaking
1261,united_arab_emirates
1262,be_in
1263,operating_income
1264,history_of
1265,range_of_mountains
1266,paying_fees
1267,saw_in
1268,modern_world
1269,for_human
1270,david_bowie
1271,rain_forest
1272,from_ore
1273,nuclear_testing
1274,dick_cheney
1275,lethal_dose
1276,medical_center
1277,works_for
1278,peace_agreement
1279,education_secretary
1280,set_to
1281,attorney_general
1282,grand_prix
1283,other_countries
1284,nuclear_power_station
1285,water_and
1286,jay_gould
1287,agree_on
1288,film_director
1289,be_about
1290,wood_is
1291,south_china
1292,passion_for
1293,known_to
1294,for_all
1295,action_to
1296,banking_system
1297,septic_system
1298,alfred_nobel
1299,and_how
1300,have_to
1301,health_care
1302,track_down
1303,new_president
1304,public_debate
1305,look_at
1306,need_to
1307,went_on
1308,aimed_at
1309,skull_fracture
1310,some_more
1311,one_being
1312,work_on
1313,foreign_minister
1314,any_more
1315,for_kids
1316,form_of
1317,allow_to
1318,from_fires
1319,water_from
1320,beef_up
1321,you_want
1322,going_to
1323,costa_rica
1324,charles_dickens
1325,new_plan
1326,calling_for
1327,philip_ii
1328,liner_notes
1329,and_others
1330,compared_with
1331,has_not
1332,south_african
1333,professional_tennis
1334,drug_dealers
1335,gamma_rays
1336,field_trials
1337,states_have
1338,came_from
1339,fell_in
1340,second_world
1341,central_town
1342,hand_to_hand
1343,city_centre
1344,in_africa
1345,baltic_sea
1346,lack_of
1347,clement_vii
1348,best_selling
1349,two_weeks
1350,place_for
1351,many_people
1352,attention_of
1353,winter_olympic_games
1354,other_end
1355,would_have
1356,round_trip
1357,for_instance
1358,dwight_eisenhower
1359,phone_call
1360,concerned_about
1361,use_of
1362,direct_evidence
1363,game_reserves
1364,in_elections
1365,paid_for
1366,luxury_liner
1367,boxed_set
1368,police_use
1369,publishing_house
1370,gamma_ray
1371,with_salt
1372,and_if
1373,out_of_it
1374,at_odds
1375,endangered_species
1376,film_maker
1377,in_order
1378,come_and
1379,quarter_of
1380,been_given
1381,used_in
1382,first_person
1383,and_that
1384,in_space
1385,sinai_peninsula
1386,is_to_be
1387,more_of
1388,martin_luther
1389,latin_american
1390,see_it
1391,passing_by
1392,large_population
1393,us_on
1394,may_of
1395,are_not
1396,even_though
1397,finger_holes
1398,you_will
1399,in_new_york
1400,by_law
1401,as_for
1402,responsible_for
1403,very_thin
1404,for_taking
1405,clean_up
1406,work_with
1407,done_for
1408,at_home
1409,air_force
1410,trade_union
1411,house_on
1412,maiden_voyage
1413,top_quark
1414,computer_system
1415,little_league
1416,it_in
1417,turned_out
1418,wants_to
1419,south_dakota
1420,water_in
1421,take_over
1422,in_humans
1423,on_mondays
1424,competition_in
1425,gold_medal
1426,social_democratic
1427,in_iraq
1428,girl_and
1429,value_of
1430,american_sports
1431,place_from
1432,son_of
1433,use_for
1434,franz_liszt
1435,for_children
1436,home_in
1437,determine_what
1438,likes_of
1439,should_not
1440,common_cause
1441,people_have
1442,in_relation
1443,in_germany
1444,making_money
1445,of_all
1446,climate_change
1447,first_time
1448,olympic_gold_medal
1449,pay_for
1450,grand_circle
1451,peace_treaty
1452,pan_am
1453,put_to
1454,nobel_prize
1455,care_system
1456,five_members
1457,work_together
1458,he_is
1459,put_it
1460,most_precious
1461,world_records
1462,atomic_bomb
1463,want_to_find
1464,it_has
1465,former_president
1466,might_as_well
1467,symphonic_poem
1468,plan_to
1469,model_theory
1470,central_asian
1471,and_to
1472,of_two
1473,attached_to
1474,majority_of
1475,charles_de_gaulle
1476,new_members
1477,too_long
1478,in_exchange
1479,there_have_been
1480,oil_company
1481,from_1974
1482,neil_armstrong
1483,want_to
1484,run_on
1485,making_it
1486,between_two
1487,southern_cone
1488,holy_grail
1489,bank_accounts
1490,vladimir_putin
1491,period_of
1492,if_there
1493,martin_luther_king
1494,david_cameron
1495,managing_director
1496,down_share
1497,suicide_bombing
1498,takes_on
1499,meeting_in
1500,comes_from
1501,toxic_waste
1502,gas_and
1503,in_addition
1504,veterinary_surgeon
1505,small_business
1506,cave_in
1507,body_of
1508,go_about
1509,used_to_be
1510,member_countries
1511,in_nevada
1512,even_if
1513,private_equity
1514,on_record
1515,green_and_white
1516,i_would
1517,latin_alphabet
1518,in_food
1519,i_will
